STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,GEOID_2020,COUNTY,StateDesc,STATEABBR,LOCATION,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,SPL_EJI_CBM,RPL_EJI_CBM,E_MINRTY,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,E_POV200,EPL_POV200,E_NOHSDP,EPL_NOHSDP,E_UNEMP,EPL_UNEMP,E_RENTER,EPL_RENTER,E_HOUBDN,EPL_HOUBDN,E_UNINSUR,EPL_UNINSUR,E_NOINT,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,E_AGE65,EPL_AGE65,E_AGE17,EPL_AGE17,E_DISABL,EPL_DISABL,E_LIMENG,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,E_MOBILE,EPL_MOBILE,E_GROUPQ,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,E_OZONE,EPL_OZONE,E_PM,EPL_PM,E_DSLPM,EPL_DSLPM,E_TOTCR,EPL_TOTCR,SPL_EBM_DOM1,RPL_EBM_DOM1,E_NPL,EPL_NPL,E_TRI,EPL_TRI,E_TSD,EPL_TSD,E_RMP,EPL_RMP,E_COAL,EPL_COAL,E_LEAD,EPL_LEAD,SPL_EBM_DOM2,RPL_EBM_DOM2,E_PARK,EPL_PARK,E_HOUAGE,EPL_HOUAGE,E_WLKIND,EPL_WLKIND,SPL_EBM_DOM3,RPL_EBM_DOM3,E_RAIL,EPL_RAIL,E_ROAD,EPL_ROAD,E_AIRPRT,EPL_AIRPRT,SPL_EBM_DOM4,RPL_EBM_DOM4,E_IMPWTR,EPL_IMPWTR,F_IMPWTR,SPL_EBM_DOM5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,E_ASTHMA,EPL_ASTHMA,F_ASTHMA,E_CANCER,EPL_CANCER,F_CANCER,E_CHD,EPL_CHD,F_CHD,E_MHLTH,EPL_MHLTH,F_MHLTH,E_DIABETES,EPL_DIABETES,F_DIABETES,F_HVM,RPL_HVM,E_NEHD,EPL_NEHD,SPL_CBM_DOM1,RPL_CBM_DOM1,E_BURN,EPL_BURN,E_SMOKE,EPL_SMOKE,SPL_CBM_DOM2,RPL_CBM_DOM2,E_CFLD,EPL_CFLD,F_CFLD,E_DRGT,EPL_DRGT,F_DRGT,E_HRCN,EPL_HRCN,F_HRCN,E_RFLD,EPL_RFLD,F_RFLD,E_SWND,EPL_SWND,F_SWND,E_TRND,EPL_TRND,F_TRND,SPL_CBM_DOM3,RPL_CBM_DOM3,SPL_CBM,RPL_CBM,AFAM,E_AFAM,HISP,E_HISP,ASIAN,E_ASIAN,AIAN,E_AIAN,NHPI,E_NHPI,TWOMORE,E_TWOMORE,OTHERRACE,E_OTHERRACE,Tribe_PCT_Tract,Tribe_Names,Tribe_Flag
42,011,011704,140000US42011011704,42011011704,42011011704,Berks County,Pennsylvania,PA,Census Tract 117.04; Berks County; Pennsylvania,2451,287,1459,1.0334,0.3501,0.6334,0.2307,1.7812,0.4856,6.3,0.0848,0.0848,0.0848,15.5876,0.2283,3.6,0.1965,0.7,0.0488,13,0.1808,16.1,0.2058,3.8,0.267,4.3,0.1864,1.3136,0.0706,18,0.591,21.9,0.5169,10.3,0.3319,0,0,1.4398,0.1375,0,0,0.2,0.443,0.443,0.2021,3.2812,0.0378,0.274,0.5463,0.548,0.8557,0.1847,0.4069,20,0.0434,1.8523,0.6353,0,0,0,0,0,0,0,0,25.0689,0.9982,0,0,0.9982,0.4406,39.9384,0.815,47.9,0.4158,5.2778,0.8449,2.0757,0.8472,1.1818,0.3424,69.6123,0.4335,0,0,0.7759,0.3665,0.691,0.6253,0,0.6253,0.6253,6.3274,0.5956,10.4,0.4446,0,10.1,0.8054,1,8,0.6859,1,15.2,0.2933,0,11.3,0.4116,0,2,0.4,10.6,0.3274,0.3274,0.3274,0,0,6.5,0.3111,0.3111,0.3084,0,0,1,3.5,0.2012,9,0.0818,0.5755,9,5.2083,0.9027,9,7.3972,0.9508,9,0,0,0,2.6302,0.8527,3.2687,0.7478,2,0.1,41,1.7,54,2.2,0,0,0,0,57,2.3,0,0,0,-999,-999
42,107,003200,140000US42107003200,42107003200,42107003200,Schuylkill County,Pennsylvania,PA,Census Tract 32; Schuylkill County; Pennsylvania,5457,255,8542,1.9096,0.8129,1.5096,0.8418,2.1731,0.6973,8.9,0.1401,0.1401,0.1401,22.2286,0.3783,10.2,0.5751,6.5,0.6827,19.4,0.3148,23.9,0.4858,11.4,0.7294,16.1,0.7188,3.8849,0.5943,21.2,0.7439,17,0.2316,12.9,0.5139,0.8,0.4212,1.9106,0.429,6.9,0.7414,5.1,0.9057,1.6471,0.9466,7.5827,0.6403,0,0,0.456,0.8477,0.1457,0.2957,20,0.0434,1.1868,0.3879,0,0,33.2032,0.5985,17.7623,0.5952,8.8589,0.7741,4.0308,0.9935,0,0,2.9613,0.9747,57.7162,0.7609,65.9,0.6167,7.1667,0.6506,2.0282,0.8182,62.6179,0.6517,53.6805,0.3747,0,0,1.0264,0.4789,0.853,0.7162,0,0.7162,0.7162,7.9189,0.8693,10.8,0.5656,0,9.7,0.7456,1,8.1,0.7008,1,16.9,0.4965,0,11.1,0.3861,0,2,0.4,10.8,0.3405,0.3405,0.3405,0,0,6.6,0.3187,0.3187,0.3159,0,0,1,0,0,0,0.0526,0.5233,9,1.875,0.4792,9,4.731,0.7284,9,0.0278,0,2,1.7309,0.46,2.3901,0.2635,39,0.7,86,1.6,205,3.8,0,0,0,0,154,2.8,0,0,0,-999,-999
42,101,019800,140000US42101019800,42101019800,42101019800,Philadelphia County,Pennsylvania,PA,Census Tract 198; Philadelphia County; Pennsylvania,6456,884,2892,2.1907,0.9054,1.7907,0.9577,2.5202,0.8459,97,0.9634,0.9634,0.9634,62.7323,0.9442,31.4,0.9474,7.8,0.7705,35.2,0.5797,29.7,0.6561,15.4,0.8453,21.1,0.8454,5.5886,0.9185,15.5,0.452,27.5,0.8228,31.8,0.9888,21.4,0.9658,3.2294,0.9972,0,0,0,0,0,0,9.7814,0.9324,1.005,0.8385,0,0,0.3888,0.8192,30,0.4976,2.1553,0.7444,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,98.4,0.9895,14.5833,0.1225,1.6634,0.5249,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,7.8342,0.8583,11.1,0.652,0,4.5,0.0912,0,7.3,0.5726,0,18.6,0.6862,1,18.2,0.9248,1,2,0.4,10.4,0.3122,0.3122,0.3122,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.4984,0.3295,1569,24.3,4361,67.5,332,5.1,0,0,0,0,0,0,0,0,0,-999,-999
42,101,020701,140000US42101020701,42101020701,42101020701,Philadelphia County,Pennsylvania,PA,Census Tract 207.01; Philadelphia County; Pennsylvania,4309,546,2459,1.0263,0.3457,1.0263,0.5385,1.8522,0.5267,23.6,0.3862,0.3862,0.3862,20.2652,0.3341,0.7,0.0286,10.5,0.8828,44.5,0.6916,9.3,0.0409,0.1,0.0092,4.3,0.1864,2.1736,0.2091,6,0.0536,13.1,0.1075,8.2,0.1888,0,0,0.3499,0.0053,0.8,0.524,0.6,0.6153,1.1393,0.7234,4.049,0.0976,0.913,0.805,0,0,0.4042,0.8376,30,0.4976,2.1402,0.7388,0,0,100,0.8598,100,0.8446,82.6362,0.9512,0,0,0,0,2.6556,0.9453,100,0.5514,88.2,0.8785,14.625,0.1191,1.549,0.4042,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.84,0.7055,0,0.7055,0.7055,8.4751,0.9287,9.6,0.2258,0,5.6,0.2095,0,3.6,0.0378,0,14.3,0.2009,0,6.1,0.0268,0,0,0,10.4,0.3122,0.3122,0.3122,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,2.7998,0.9125,3.4468,0.8259,321,7.4,138,3.2,123,2.9,0,0,0,0,417,9.7,16,0.4,0,-999,-999
42,101,025700,140000US42101025700,42101025700,42101025700,Philadelphia County,Pennsylvania,PA,Census Tract 257; Philadelphia County; Pennsylvania,3737,483,1779,1.1675,0.4335,1.1675,0.6454,1.5357,0.3477,48.6,0.6515,0.6515,0.6515,20.6315,0.343,2.4,0.1197,6.1,0.6501,70.8,0.8984,47.9,0.9345,3.2,0.215,12.5,0.586,3.7467,0.5617,19.6,0.6713,14.4,0.1396,12.8,0.507,0.8,0.4212,1.7391,0.2972,0,0,2.1,0.7908,0.7908,0.4802,6.9281,0.5258,1.005,0.8385,0,0,0.322,0.7259,30,0.4976,2.062,0.7133,0,0,100,0.8598,0,0,0,0,0,0,0,0,0.8598,0.3954,100,0.5514,75.3,0.7239,16.0556,0.0412,1.3165,0.1977,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,6.5494,0.6417,10.3,0.4145,0,7.3,0.4021,0,5.2,0.1801,0,14.2,0.192,0,10.1,0.2615,0,0,0,10.8,0.3405,0.3405,0.3405,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.5403,0.3682,1418,37.9,85,2.3,168,4.5,6,0.2,0,0,128,3.4,12,0.3,0,-999,-999
42,101,026200,140000US42101026200,42101026200,42101026200,Philadelphia County,Pennsylvania,PA,Census Tract 262; Philadelphia County; Pennsylvania,4013,686,1405,1.7069,0.7258,1.1069,0.6025,2.0902,0.6559,98.1,0.9743,0.9743,0.9743,29.3296,0.531,4.7,0.2697,11.3,0.9029,14.6,0.2144,26.3,0.5615,12,0.7506,13.7,0.6346,3.8647,0.5898,21.9,0.7701,21,0.4592,10.5,0.3462,3.2,0.6859,2.2614,0.7209,0,0,0,0,0,0,7.1004,0.5573,1.005,0.8385,0,0,0.3309,0.7415,30,0.4976,2.0776,0.7181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,94.4,0.9514,13.3333,0.2201,1.7229,0.5835,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,6.1116,0.5496,12.1,0.8555,1,6.3,0.2876,0,8.5,0.7571,1,15.9,0.3739,0,20.7,0.9669,1,3,0.6,10.8,0.3405,0.3405,0.3405,0,0,7,0.3651,0.3651,0.3621,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.557,0.3833,3741,93.2,173,4.3,23,0.6,0,0,0,0,0,0,0,0,0,-999,-999
42,101,026400,140000US42101026400,42101026400,42101026400,Philadelphia County,Pennsylvania,PA,Census Tract 264; Philadelphia County; Pennsylvania,5674,1211,3541,1.8466,0.7874,1.2466,0.697,2.2148,0.7176,98.8,0.982,0.982,0.982,34.3811,0.6314,8,0.469,23.8,0.9925,29.2,0.4912,28.9,0.6356,5.7,0.4211,13,0.6068,4.2476,0.678,28.7,0.9245,16.8,0.2229,19.3,0.8342,1.2,0.4943,2.4759,0.853,0,0,0.1,0.3697,0.3697,0.1668,8.0752,0.7199,1.005,0.8385,0,0,0.3271,0.7352,30,0.4976,2.0713,0.7159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.5514,99,0.9931,14.2619,0.1447,1.6892,0.5514,89.3539,0.7442,100,0.6136,0,0,1.3578,0.6674,1,0.8863,0,0.8863,0.8863,6.0046,0.5267,12.7,0.9179,1,6.1,0.2652,0,7.9,0.67,1,17.3,0.5438,0,19.3,0.9478,1,3,0.6,10.8,0.3405,0.3405,0.3405,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.5403,0.3682,5584,98.4,0,0,22,0.4,0,0,0,0,0,0,0,0,0,-999,-999
42,101,028400,140000US42101028400,42101028400,42101028400,Philadelphia County,Pennsylvania,PA,Census Tract 284; Philadelphia County; Pennsylvania,3633,666,2260,2.6135,0.9889,1.8135,0.9654,2.943,0.9574,95.8,0.9519,0.9519,0.9519,74.4509,0.9836,29.5,0.9363,15.5,0.9622,46.8,0.7156,42.7,0.8859,4.3,0.3103,22.5,0.8697,5.6636,0.9285,16.1,0.4856,29.1,0.8768,20.8,0.8756,3.7,0.7132,2.9512,0.9834,0,0,0.2,0.443,0.443,0.2021,10.0097,0.9508,1.005,0.8385,0,0,0.3757,0.8049,30,0.4976,2.141,0.7391,0,0,100,0.8598,100,0.8446,0,0,0,0,0,0,1.7044,0.7095,100,0.5514,98.5,0.9901,14,0.1666,1.7081,0.5693,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,7.8646,0.8627,14.5,0.9861,1,4.5,0.0912,0,10.3,0.9271,1,25,0.9762,1,24.7,0.9923,1,4,0.8,10.4,0.3122,0.3122,0.3122,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.4984,0.3295,2649,72.9,347,9.6,483,13.3,0,0,0,0,0,0,0,0,0,-999,-999
42,101,031200,140000US42101031200,42101031200,42101031200,Philadelphia County,Pennsylvania,PA,Census Tract 312; Philadelphia County; Pennsylvania,5125,842,1746,1.8966,0.8075,1.2966,0.7263,2.2514,0.7344,95,0.9447,0.9447,0.9447,41.0731,0.7412,18.2,0.8086,21,0.9872,54.9,0.7917,35.7,0.7838,2.8,0.1794,14.1,0.6503,4.9422,0.8176,9.9,0.1722,18.5,0.3069,12.6,0.494,7.6,0.8378,1.8109,0.3489,0,0,0,0,0,0,7.6978,0.6589,1.096,0.8546,0,0,0.3963,0.8278,30,0.4976,2.18,0.7538,0,0,61.5295,0.6999,4.1083,0.5088,0,0,0,0,0,0,1.2087,0.5087,100,0.5514,95.6,0.9649,14.5,0.1294,1.6457,0.5066,0,0,100,0.6136,0,0,0.6136,0.2271,0.999,0.8805,0,0.8805,0.8805,6.5285,0.6377,11.5,0.7493,1,4.2,0.0639,0,6,0.3257,0,19.6,0.7754,1,14.8,0.7743,1,3,0.6,10.8,0.3405,0.3405,0.3405,0,0,6.8,0.3348,0.3348,0.3318,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.5267,0.3548,2976,58.1,1570,30.6,277,5.4,0,0,0,0,44,0.9,0,0,0,-999,-999
42,101,031800,140000US42101031800,42101031800,42101031800,Philadelphia County,Pennsylvania,PA,Census Tract 318; Philadelphia County; Pennsylvania,4086,809,2115,1.8067,0.7702,1.2067,0.6706,2.1749,0.6982,78.6,0.8418,0.8418,0.8418,35.0709,0.6431,14.3,0.718,5.2,0.5644,35.4,0.5824,22.6,0.4416,1.6,0.0846,9.3,0.4456,3.4797,0.4985,8.9,0.1344,26,0.7586,15.2,0.6558,5.2,0.7748,2.3236,0.7637,0,0,0.1,0.3697,0.3697,0.1668,7.0148,0.5413,1.096,0.8546,0,0,0.3982,0.8303,30,0.4976,2.1825,0.7549,0,0,96.4482,0.8238,4.5656,0.5136,0,0,0,0,0,0,1.3374,0.5543,100,0.5514,97.2,0.9804,14.5208,0.1252,1.657,0.518,0,0,100,0.6136,0,0,0.6136,0.2271,0.999,0.8805,0,0.8805,0.8805,6.671,0.6654,11.8,0.8079,1,5.1,0.153,0,6.5,0.4235,0,19.9,0.7969,1,15,0.7879,1,3,0.6,10.8,0.3405,0.3405,0.3405,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8514,0.5217,2.5403,0.3682,1652,40.4,1072,26.2,357,8.7,0,0,0,0,131,3.2,0,0,0,-999,-999
42,101,033702,140000US42101033702,42101033702,42101033702,Philadelphia County,Pennsylvania,PA,Census Tract 337.02; Philadelphia County; Pennsylvania,4489,557,2171,1.0697,0.3728,1.0697,0.574,1.4416,0.2977,44.4,0.6166,0.6166,0.6166,15.5396,0.2272,5.3,0.309,3.1,0.3112,33.4,0.5546,19.3,0.3212,3.4,0.2323,7.1,0.3345,2.29,0.2323,25.5,0.8738,19.7,0.3775,19.1,0.8279,5,0.7678,2.847,0.9707,0,0,0.3,0.5046,0.5046,0.2494,6.2582,0.408,0.913,0.805,0,0,0.3326,0.744,30,0.4976,2.0466,0.7087,0,0,60.8774,0.6977,0,0,0,0,0,0,0,0,0.6977,0.3075,100,0.5514,78.7,0.7634,12.1667,0.3028,1.6176,0.4776,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.998,0.8644,0,0.8644,0.8644,6.6511,0.6617,9.4,0.1813,0,7.3,0.4021,0,6.3,0.3854,0,14.8,0.2508,0,11.7,0.4619,0,0,0,10.8,0.3405,0.3405,0.3405,0,0,7,0.3651,0.3651,0.3621,0,0,0,4.4545,0.2625,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8379,0.5131,2.5435,0.3719,655,14.6,332,7.4,700,15.6,25,0.6,0,0,188,4.2,94,2.1,0,-999,-999
42,101,034501,140000US42101034501,42101034501,42101034501,Philadelphia County,Pennsylvania,PA,Census Tract 345.01; Philadelphia County; Pennsylvania,4955,938,1522,2.2822,0.9297,1.6822,0.9174,2.6541,0.8904,48.1,0.6475,0.6475,0.6475,48.9202,0.8413,7.8,0.4586,11.4,0.9053,85.8,0.9594,46,0.9194,9.3,0.6399,20.4,0.8313,5.5552,0.9138,27.4,0.9074,18.7,0.3183,13.8,0.5722,15.5,0.9334,2.7313,0.9474,0,0,0.2,0.443,0.443,0.2021,9.377,0.8924,0.913,0.805,0,0,0.3365,0.7504,30,0.4976,2.053,0.7108,0,0,56.6901,0.6837,0,0,0,0,0,0,0,0,0.6837,0.3013,100,0.5514,54,0.4824,11.4167,0.3462,1.38,0.2442,100,0.8112,100,0.6136,75.2962,0.9771,2.4019,0.994,0.998,0.8644,0,0.8644,0.8644,7.383,0.7898,10.1,0.3565,0,10.1,0.8054,1,8.9,0.8079,1,15.5,0.3269,0,14.1,0.7185,1,3,0.6,10.8,0.3405,0.3405,0.3405,0,0,7,0.3651,0.3651,0.3621,0,0,0,4.4545,0.2625,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8379,0.5131,2.5435,0.3719,704,14.2,470,9.5,966,19.5,0,0,0,0,242,4.9,0,0,0,-999,-999
42,101,034801,140000US42101034801,42101034801,42101034801,Philadelphia County,Pennsylvania,PA,Census Tract 348.01; Philadelphia County; Pennsylvania,4719,535,3410,1.5236,0.6354,1.5236,0.8485,2.3618,0.7835,18.4,0.3076,0.3076,0.3076,31.2539,0.5703,9.4,0.5399,4.3,0.4644,45,0.6971,27.5,0.5966,2.6,0.1634,14,0.6464,3.6781,0.5455,19.8,0.681,16.1,0.1941,11.3,0.4044,3.7,0.7132,1.9927,0.5004,0.6,0.498,0.5,0.5859,1.0839,0.7075,7.0623,0.5497,1.096,0.8546,0,0,0.3553,0.7784,30,0.4976,2.1306,0.7355,0,0,100,0.8598,72.4991,0.7527,1.372,0.6837,0,0,0,0,2.2962,0.8528,100,0.5514,96.8,0.9769,15.3333,0.0746,1.6029,0.4622,100,0.8112,100,0.6136,21.3449,0.9288,2.3536,0.9862,0.995,0.8524,0,0.8524,0.8524,9.2357,0.9739,10.4,0.4446,0,9,0.632,0,7.6,0.623,0,16.7,0.4718,0,11.9,0.4866,0,0,0,10.8,0.3405,0.3405,0.3405,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.4545,0.2625,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,2.7863,0.9093,3.4752,0.8382,192,4.1,387,8.2,188,4,0,0,0,0,68,1.4,35,0.7,0,-999,-999
42,101,035200,140000US42101035200,42101035200,42101035200,Philadelphia County,Pennsylvania,PA,Census Tract 352; Philadelphia County; Pennsylvania,4578,523,4180,1.4443,0.5928,1.2443,0.6953,2.2896,0.7516,16.8,0.2821,0.2821,0.2821,14.2074,0.1982,3.3,0.1775,5.8,0.6233,13.1,0.1827,18.1,0.2772,2.1,0.1231,13.5,0.6271,2.2091,0.2157,26.1,0.8861,12.8,0.1013,10.6,0.3534,2.6,0.6442,1.985,0.4937,0,0,5.3,0.9093,0.9093,0.5824,5.3855,0.2685,1.005,0.8385,0,0,0.3415,0.7576,30,0.4976,2.0937,0.7228,0,0,93.1132,0.8082,67.8199,0.7415,57.9024,0.9144,0,0,0,0,2.4641,0.8928,100,0.5514,78.5,0.7611,12.8333,0.2569,1.5694,0.4259,100,0.8112,100,0.6136,3.6464,0.8687,2.2935,0.978,0.998,0.8644,0,0.8644,0.8644,9.2851,0.9758,10.2,0.3849,0,9.6,0.7294,1,7.4,0.5898,0,15.9,0.3739,0,11.2,0.3988,0,1,0.2,10.8,0.3405,0.3405,0.3405,0,0,7,0.3651,0.3651,0.3621,0,0,0,4.4545,0.2625,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,2.7863,0.9093,3.4919,0.8453,178,3.9,245,5.4,281,6.1,0,0,0,0,65,1.4,0,0,0,-999,-999
42,101,035702,140000US42101035702,42101035702,42101035702,Philadelphia County,Pennsylvania,PA,Census Tract 357.02; Philadelphia County; Pennsylvania,4781,807,2553,1.4711,0.6074,1.4711,0.8227,1.8262,0.5119,25.4,0.4112,0.4112,0.4112,39.2804,0.7135,9.4,0.5399,13,0.934,62.8,0.8505,41.3,0.8688,12.2,0.7574,7.6,0.3606,5.0247,0.8317,13.3,0.332,21.7,0.5038,10,0.3104,34,0.9925,2.1387,0.6266,0,0,0,0,0,0,7.5746,0.6388,1.004,0.824,0,0,0.2929,0.6687,30,0.4976,1.9903,0.6842,0,0,100,0.8598,97.5904,0.8225,0,0,0,0,0,0,1.6823,0.6997,100,0.5514,94.4,0.9514,13.75,0.1855,1.6883,0.5505,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.998,0.8644,0,0.8644,0.8644,7.6501,0.8323,10.2,0.3849,0,7.4,0.4139,0,6.7,0.4623,0,17.8,0.6015,0,10.7,0.3345,0,0,0,10.8,0.3405,0.3405,0.3405,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.4545,0.2625,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0,0,0,1.8379,0.5131,2.5268,0.3551,45,0.9,43,0.9,629,13.2,0,0,0,0,498,10.4,0,0,0,-999,-999
42,101,035900,140000US42101035900,42101035900,42101035900,Philadelphia County,Pennsylvania,PA,Census Tract 359; Philadelphia County; Pennsylvania,4952,872,4367,2.2774,0.9284,1.6774,0.9155,2.6449,0.8877,36.5,0.5411,0.5411,0.5411,30.5331,0.5557,10.2,0.5751,4.6,0.4996,36.8,0.6008,41.7,0.8738,6.7,0.4912,24.3,0.8962,4.4924,0.7306,23.8,0.8326,19.8,0.3837,18.1,0.7919,12.6,0.9088,2.917,0.9797,0,0,0,0,0,0,7.9505,0.7009,1.004,0.824,0,0,0.3388,0.7538,30,0.4976,2.0754,0.7171,0,0,97.2839,0.8285,97.0376,0.8199,11.2473,0.788,0,0,0,0,2.4364,0.8861,100,0.5514,88,0.8761,13.6667,0.1931,1.6206,0.4806,100,0.8112,100,0.6136,6.3867,0.8862,2.311,0.9804,0.998,0.8644,0,0.8644,0.8644,9.3078,0.9765,10,0.3285,0,10.1,0.8054,1,10.1,0.9155,1,15.4,0.3154,0,15.1,0.7943,1,3,0.6,11,0.3526,0.3526,0.3526,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.4545,0.2625,9,0.0935,0.6127,9,0,0,0,7.4994,0.9627,9,0.0278,0,2,1.8379,0.5131,2.5389,0.3675,87,1.8,365,7.4,1223,24.7,0,0,3,0.1,79,1.6,50,1,0,-999,-999
42,101,037900,140000US42101037900,42101037900,42101037900,Philadelphia County,Pennsylvania,PA,Census Tract 379; Philadelphia County; Pennsylvania,5105,616,6162,1.5184,0.6327,1.5184,0.8461,2.3368,0.7722,9.2,0.1464,0.1464,0.1464,26.1116,0.4625,14.2,0.7148,5.9,0.633,26.8,0.4525,23.2,0.4619,7.4,0.5368,12.2,0.5741,3.8356,0.5827,18.1,0.5962,13.5,0.1165,15.3,0.6612,0.9,0.4413,1.8152,0.3524,2.1,0.614,0.4,0.5495,1.1635,0.7314,6.9607,0.5313,1.096,0.8546,0,0,0.4048,0.8382,30,0.4976,2.1904,0.7578,92.9668,0.9932,100,0.8598,100,0.8446,96.4835,0.9707,0,0,0,0,3.6683,0.9983,100,0.5514,89.3,0.8922,15.787,0.0513,1.4949,0.3479,100,0.8112,100,0.6136,0,0,1.4248,0.7208,1,0.8863,0,0.8863,0.8863,9.6647,0.9871,10.5,0.4749,0,8.2,0.5167,0,6.6,0.4422,0,16.8,0.484,0,10.6,0.3217,0,0,0,10,0.2828,0.2828,0.2828,0,0,6.9,0.3484,0.3484,0.3454,0,0,0,4.7727,0.276,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,2.7998,0.9125,3.431,0.8184,8,0.2,333,6.5,112,2.2,11,0.2,0,0,0,0,5,0.1,0,-999,-999
42,101,989100,140000US42101989100,42101989100,42101989100,Philadelphia County,Pennsylvania,PA,Census Tract 9891; Philadelphia County; Pennsylvania,1265,85,8991,-999,-999,-999,-999,-999,-999,91.5,0.919,0.919,0.919,68.421,0.9678,31,0.9455,0,0,-999,-999,-999,-999,0,0,-999,-999,-999,-999,0.5,0.0061,4.5,0.0226,0,0,2.8,0.659,0.6877,0.0172,-999,-999,100,0.9969,-999,-999,-999,-999,1.096,0.8546,0,0,0.3762,0.8053,30,0.4976,2.1575,0.7453,27.805,0.9692,100,0.8598,98.4821,0.8275,99.6562,0.9778,0,0,0,0,3.6343,0.9969,100,0.5514,-999,-999,12.9833,0.2446,-999,-999,100,0.8112,100,0.6136,0,0,1.4248,0.7208,0.999,0.8805,0,0.8805,0.8805,-999,-999,11,0.6239,0,1.6,0.005,0,4.7,0.1148,0,26.4,0.9866,1,12.1,0.5109,0,1,0.2,10.8,0.3405,0.3405,0.3405,0,0,6.9,0.3484,0.3484,0.3454,4.2819,0.9362,9,4.4545,0.2625,9,0.0935,0.6127,9,5.9167,0.9484,9,7.4994,0.9627,9,0,0,0,3.7225,0.9967,4.4114,0.9871,876,69.2,232,18.3,19,1.5,9,0.7,0,0,22,1.7,0,0,0,-999,-999
