ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42101,Philadelphia County,42101000101,Census Tract 1.01; Philadelphia County; Pennsylvania,0.135862730066,1947,296,1558,196,1413,223,61,48,83,86,275,147,15,25,0,11,209,136,40,47,183,131,0,15,15,48,415,386,1237,277,0,11,16,27,549,230,0,11,3.1,2.4,5.1,5.3,19.5,9.9,0.8,1.4,0.0,1.5,10.7,7.2,2.1,2.3,9.4,6.9,0.0,1.1,0.8,2.5,21.3,19.6,79.4,14.7,0.0,1.9,1.1,1.9,38.9,13.0,0.0,0.6,0.0311,0.5576,0.3809,0.0346,0.0,1.0042,0.0933,0.1157,0.0141,0.1862,0.0,0.5775,0.8935,0.0221,0.6118,0.6118,0.6118,0.9912,0.0,0.5882,0.9541,0.0,2.5335,0.6415,5.043,0.1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,12104,0,11,15,25,248,159,101,72,0,11,0,11,51,52,0,11,0.0,2.1,0.8,1.3,12.7,7.5,5.2,3.6,0.0,1.5,0.0,1.5,2.6,2.7,0.0,1.5
42,Pennsylvania,PA,42101,Philadelphia County,42101010900,Census Tract 109; Philadelphia County; Pennsylvania,0.110518608684,2717,427,1221,95,1076,112,1508,426,222,79,617,153,177,83,54,62,286,62,850,266,487,124,237,112,0,44,2300,446,141,64,0,11,36,42,349,98,46,6,55.5,13.0,17.1,6.1,57.3,12.9,12.6,5.9,2.0,2.2,10.5,2.9,31.3,5.9,17.9,4.6,22.0,10.2,0.0,1.7,84.7,9.6,11.5,5.2,0.0,2.4,3.3,3.9,32.4,8.8,1.7,0.3,0.9665,0.9709,0.9885,0.7987,0.1941,3.9187,0.8864,0.1119,0.9604,0.7392,0.9762,0.0,2.7877,0.6976,0.9379,0.9379,0.9379,0.7427,0.0,0.8626,0.9235,0.7301,3.2589,0.895,10.9032,0.915,1.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,2077,154,72,2117,430,60,58,95,82,0,11,0,11,28,32,0,11,14.3,6.6,77.9,5.4,2.2,2.2,3.5,3.1,0.0,1.1,0.0,1.1,1.0,1.2,0.0,1.1
42,Pennsylvania,PA,42101,Philadelphia County,42101011000,Census Tract 110; Philadelphia County; Pennsylvania,0.196321670042,2729,734,1840,192,1421,208,1696,746,90,109,861,232,316,131,119,105,416,97,808,544,622,154,427,176,25,59,2506,742,89,56,0,11,57,65,860,237,84,6,62.1,21.6,9.6,11.3,60.6,13.7,19.0,8.3,4.4,3.7,15.2,5.0,29.6,13.4,22.8,7.1,30.0,11.6,1.0,2.3,91.8,11.4,4.9,3.0,0.0,1.6,4.0,4.5,60.5,11.8,3.1,0.9,0.98,0.8561,0.9941,0.9235,0.5134,4.2671,0.9423,0.2933,0.9408,0.916,0.9941,0.6253,3.7695,0.9724,0.9575,0.9575,0.9575,0.5595,0.0,0.8932,0.9953,0.8169,3.2649,0.8959,12.259,0.985,1.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,1538,295,123,2312,755,106,127,14,28,0,11,0,11,74,60,0,11,20.8,8.4,84.7,7.4,3.9,4.8,0.5,1.0,0.0,1.1,0.0,1.1,2.7,2.2,0.0,1.1
42,Pennsylvania,PA,42101,Philadelphia County,42101011100,Census Tract 111; Philadelphia County; Pennsylvania,0.502556926934,4049,835,2010,224,1451,279,1443,567,116,70,425,168,248,125,234,178,534,119,1005,302,1018,281,300,217,0,44,3966,837,68,53,0,11,89,87,685,180,13,4,36.2,12.2,8.3,4.9,29.3,10.1,9.5,5.0,5.8,4.2,13.2,3.8,24.8,4.6,25.1,6.7,20.7,14.4,0.0,1.1,98.0,4.3,3.4,2.6,0.0,1.5,6.2,5.9,47.2,11.6,0.3,0.1,0.8599,0.8026,0.7171,0.6682,0.6511,3.6989,0.8497,0.2016,0.8098,0.9454,0.9685,0.0,2.9253,0.7647,0.9856,0.9856,0.9856,0.4901,0.0,0.9512,0.9762,0.4905,2.908,0.7929,10.5178,0.8882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,7368,365,152,3848,820,52,70,0,11,0,11,0,11,66,64,0,11,25.2,9.2,95.0,2.7,1.3,1.7,0.0,0.7,0.0,0.7,0.0,0.7,1.6,1.5,0.0,0.7
42,Pennsylvania,PA,42101,Philadelphia County,42101011200,Census Tract 112; Philadelphia County; Pennsylvania,0.194268379606,5307,1357,2504,288,1889,319,2473,1504,79,81,1045,424,125,89,282,200,581,95,1856,866,850,324,651,290,0,64,5288,1357,40,65,0,16,144,224,638,194,8,5,47.2,25.9,4.4,4.6,55.3,20.4,4.5,3.4,5.3,3.3,10.9,3.7,35.0,8.6,16.0,5.3,34.4,14.2,0.0,1.3,99.6,2.3,1.6,2.6,0.0,1.2,7.6,11.8,33.8,10.9,0.2,0.1,0.9348,0.4715,0.9835,0.3063,0.6076,3.3037,0.7658,0.1213,0.9868,0.6326,0.9979,0.0,2.7386,0.6771,0.9979,0.9979,0.9979,0.3819,0.0,0.97,0.9303,0.402,2.6842,0.7088,9.7244,0.822,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,2941,301,166,5065,1365,109,141,0,16,0,16,0,16,114,165,0,16,15.9,8.7,95.4,4.2,2.1,2.7,0.0,0.6,0.0,0.6,0.0,0.6,2.1,3.3,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101011300,Census Tract 113; Philadelphia County; Pennsylvania,0.129547259652,3822,757,1587,210,1382,236,1923,688,84,93,619,225,168,88,333,155,528,169,1210,324,586,269,539,195,0,44,3739,761,0,15,0,11,63,65,452,165,0,11,50.3,15.0,5.4,5.7,44.8,14.4,7.8,4.5,8.7,4.5,13.8,4.5,31.7,6.7,15.3,5.5,39.0,12.4,0.0,1.4,97.8,4.6,0.0,0.9,0.0,1.9,4.6,4.6,32.7,11.7,0.0,0.3,0.9509,0.5831,0.9332,0.5627,0.8302,3.8601,0.8776,0.2274,0.9654,0.5865,0.9991,0.0,2.7784,0.6932,0.9848,0.9848,0.9848,0.0,0.0,0.9182,0.9247,0.0,1.8429,0.3182,9.4662,0.7911,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,1939,241,119,3656,788,22,26,0,11,61,71,0,11,0,11,0,11,17.4,8.8,95.7,3.0,0.6,0.7,0.0,0.8,1.6,1.9,0.0,0.8,0.0,0.8,0.0,0.8
42,Pennsylvania,PA,42101,Philadelphia County,42101011400,Census Tract 114; Philadelphia County; Pennsylvania,0.375656782594,6843,1168,3546,525,3250,544,2314,969,371,345,1191,451,515,256,295,220,989,227,1903,670,1237,324,565,248,0,64,6547,1177,358,247,26,42,0,22,1449,482,31,5,34.0,13.0,11.7,10.0,36.6,12.5,11.6,5.8,4.3,3.2,14.5,3.8,27.8,7.8,18.1,5.7,17.4,7.1,0.0,1.0,95.7,5.4,10.1,6.8,0.7,1.2,0.0,0.7,44.6,11.1,0.5,0.1,0.8361,0.9119,0.8485,0.7635,0.4996,3.8596,0.877,0.2608,0.901,0.748,0.9438,0.0,2.8536,0.7297,0.9748,0.9748,0.9748,0.711,0.5525,0.0,0.9697,0.5828,2.816,0.7576,10.504,0.887,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,2971,686,335,6387,1196,69,92,5,16,0,16,0,16,86,67,0,16,21.1,9.9,93.3,3.1,1.0,1.4,0.1,0.2,0.0,0.4,0.0,0.4,1.3,1.0,0.0,0.4
42,Pennsylvania,PA,42101,Philadelphia County,42101011500,Census Tract 115; Philadelphia County; Pennsylvania,0.1430338025119999,4881,763,1901,226,1730,260,911,426,137,87,330,116,243,131,204,131,541,224,1138,330,436,166,213,103,1,42,4546,798,0,15,0,11,33,54,310,126,1,2,18.7,8.2,5.0,3.1,19.1,6.1,7.4,3.7,4.2,2.7,11.1,4.5,23.3,4.5,9.0,3.5,12.3,5.7,0.0,0.9,93.1,7.4,0.0,0.8,0.0,1.6,1.9,3.1,17.9,7.3,0.0,0.0,0.5723,0.5429,0.3615,0.5334,0.4878,2.4979,0.5066,0.1263,0.731,0.1703,0.8768,0.0,1.9044,0.1991,0.9631,0.9631,0.9631,0.0,0.0,0.7271,0.8065,0.0,1.5336,0.2103,6.899,0.3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1785,182,134,4176,603,133,88,0,11,4,9,0,11,233,253,0,11,10.5,7.2,85.6,6.9,2.7,1.8,0.0,0.6,0.1,0.2,0.0,0.6,4.8,5.0,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101011700,Census Tract 117; Philadelphia County; Pennsylvania,0.25252036055,2009,285,425,82,366,88,318,166,72,67,71,45,13,12,82,61,234,56,114,97,302,91,18,22,30,49,1113,339,29,31,5,9,0,15,5,7,1054,21,32.7,14.1,9.3,8.2,19.4,11.4,1.8,1.8,4.1,2.9,11.6,3.1,5.7,4.6,15.0,4.5,5.0,5.9,1.5,2.5,55.4,14.9,6.8,7.2,1.2,2.1,0.0,4.1,1.4,1.9,52.5,7.5,0.8223,0.8443,0.3776,0.0929,0.4764,2.6135,0.5472,0.1415,0.0275,0.5648,0.5541,0.7099,1.9978,0.2353,0.8556,0.8556,0.8556,0.6233,0.6092,0.0,0.1041,0.9871,2.3237,0.5509,7.7906,0.5452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5280,23,16,723,197,48,42,247,77,0,11,4,8,91,81,0,11,6.3,4.8,36.0,8.1,2.4,2.2,12.3,4.2,0.0,1.5,0.2,0.4,4.5,3.5,0.0,1.5
42,Pennsylvania,PA,42101,Philadelphia County,42101011800,Census Tract 118; Philadelphia County; Pennsylvania,0.353091051204,5048,1084,2431,308,2094,330,2020,903,212,160,918,374,175,102,97,96,1190,329,835,572,845,341,148,144,53,96,5021,1084,26,44,0,16,70,91,322,187,5,9,40.0,15.7,10.5,7.6,43.8,16.5,4.9,2.9,1.9,1.8,23.6,6.6,16.5,10.2,16.7,6.9,7.1,6.8,1.1,1.9,99.5,2.1,1.1,1.8,0.0,1.2,3.4,4.3,15.4,8.4,0.1,0.2,0.8925,0.8822,0.9259,0.3368,0.1803,3.2177,0.7411,0.7712,0.2455,0.6728,0.7018,0.6414,3.0327,0.8112,0.9971,0.9971,0.9971,0.3464,0.0,0.8662,0.7715,0.3021,2.2862,0.5303,9.5337,0.7996,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2374,164,112,4826,1078,13,22,83,132,0,16,0,16,99,125,0,16,7.8,5.4,95.6,3.4,0.3,0.4,1.6,2.7,0.0,0.6,0.0,0.6,2.0,2.4,0.0,0.6
42,Pennsylvania,PA,42101,Philadelphia County,42101011900,Census Tract 119; Philadelphia County; Pennsylvania,0.266760188412,5570,1206,2683,264,2339,313,1397,550,70,69,777,245,419,212,490,306,766,163,1257,619,1067,306,304,170,39,85,5258,1219,623,217,0,16,69,83,797,227,46,13,25.4,8.3,2.7,2.7,33.2,9.5,11.2,5.9,8.8,5.6,13.8,3.9,22.6,7.2,19.2,6.9,13.0,7.1,0.7,1.6,94.4,7.8,23.2,7.8,0.0,1.1,3.0,3.5,34.1,9.1,0.8,0.2,0.7315,0.2318,0.7965,0.7477,0.8349,3.3424,0.7755,0.2274,0.6918,0.8047,0.89,0.5441,3.158,0.8571,0.9681,0.9681,0.9681,0.8915,0.0,0.8379,0.9318,0.6478,3.309,0.9065,10.7775,0.9076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2642,493,217,4986,1143,67,91,0,16,0,16,0,16,143,123,62,74,21.1,9.7,89.5,4.6,1.2,1.6,0.0,0.5,0.0,0.5,0.0,0.5,2.6,2.1,1.1,1.3
42,Pennsylvania,PA,42101,Philadelphia County,42101012000,Census Tract 120; Philadelphia County; Pennsylvania,0.23191988834,1917,329,744,113,631,118,283,94,113,73,210,82,68,47,98,119,187,45,117,44,292,130,45,25,29,50,1362,371,350,89,8,11,33,25,152,56,551,15,20.2,4.7,10.5,5.5,33.3,11.4,6.0,4.4,5.1,5.6,9.8,2.4,6.1,2.5,15.3,5.4,7.1,3.7,1.5,2.7,71.0,15.0,47.1,9.6,1.1,1.6,5.2,3.8,24.1,9.2,28.7,5.0,0.621,0.8822,0.7988,0.4241,0.5865,3.3126,0.769,0.0885,0.029,0.5865,0.7018,0.7099,2.1157,0.2997,0.9036,0.9036,0.9036,0.9703,0.6007,0.9329,0.8759,0.9704,4.3502,0.9994,10.6821,0.9017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,2185,58,49,859,196,137,62,181,84,0,11,0,11,171,223,14,20,9.2,7.8,44.8,10.3,7.1,3.3,9.4,4.7,0.0,1.6,0.0,1.6,8.9,10.6,0.7,1.0
42,Pennsylvania,PA,42101,Philadelphia County,42101012100,Census Tract 121; Philadelphia County; Pennsylvania,0.338532689192,3052,469,1721,193,1596,210,587,160,0,11,673,197,216,121,45,58,791,169,395,249,671,174,179,176,0,44,2447,503,1062,219,0,11,17,30,429,132,395,7,22.1,4.6,0.0,2.3,42.2,11.0,8.5,4.6,1.7,2.2,25.9,6.4,12.9,6.5,25.2,7.3,11.2,10.9,0.0,1.5,80.2,10.9,61.7,10.7,0.0,1.7,1.1,1.9,26.9,8.3,12.9,2.0,0.6675,0.0,0.9118,0.602,0.1504,2.3317,0.4557,0.8582,0.1055,0.9465,0.8574,0.0,2.7676,0.6874,0.9268,0.9268,0.9268,0.9824,0.0,0.5882,0.8912,0.9417,3.4035,0.9253,9.4296,0.7882,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,2302,333,125,2223,490,69,100,51,48,0,11,0,11,102,61,2,4,20.9,7.8,72.8,7.5,2.3,3.3,1.7,1.7,0.0,1.0,0.0,1.0,3.3,2.2,0.1,0.1
42,Pennsylvania,PA,42101,Philadelphia County,42101012201,Census Tract 122.01; Philadelphia County; Pennsylvania,0.145459295276,2954,651,2394,282,2052,308,1098,321,36,35,1212,375,298,190,268,206,618,185,367,318,621,202,98,155,120,102,2316,719,2168,331,0,11,55,52,923,294,1,2,37.2,7.1,2.5,2.5,59.1,16.0,12.7,7.5,9.1,6.3,20.9,7.7,12.4,8.8,21.0,7.2,4.8,7.5,4.5,3.7,78.4,17.1,90.5,8.8,0.0,1.2,2.7,2.5,45.0,12.0,0.0,0.1,0.8684,0.21,0.9921,0.8019,0.8432,3.7156,0.8547,0.61,0.0923,0.8737,0.5368,0.8875,3.0003,0.7956,0.9212,0.9212,0.9212,0.9956,0.0,0.8118,0.9715,0.0,2.7789,0.7406,10.416,0.8794,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1409,416,160,1346,436,348,393,365,187,0,11,0,11,257,208,0,11,20.3,8.1,45.6,12.9,11.8,11.9,12.4,6.6,0.0,1.0,0.0,1.0,8.7,7.0,0.0,1.0
42,Pennsylvania,PA,42101,Philadelphia County,42101012203,Census Tract 122.03; Philadelphia County; Pennsylvania,0.087913880992,1074,269,968,163,736,161,294,119,68,66,283,139,29,25,25,21,24,29,82,130,88,64,0,15,28,50,844,284,870,172,0,11,73,58,83,60,6,2,27.4,8.7,9.4,9.5,38.5,16.9,3.7,3.2,2.3,2.0,2.2,2.7,7.6,11.2,8.2,5.4,0.0,2.0,2.7,4.8,78.6,17.7,89.9,9.3,0.0,3.0,9.9,7.6,11.3,8.4,0.6,0.1,0.7626,0.8481,0.8732,0.2289,0.2273,2.9401,0.6534,0.0079,0.0404,0.1251,0.0,0.8178,0.9912,0.0268,0.9218,0.9218,0.9218,0.995,0.0,0.9885,0.6835,0.608,3.275,0.8988,8.1281,0.6025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1109,16,15,320,180,122,106,293,139,0,11,44,65,65,73,0,11,2.2,2.1,29.8,12.9,11.4,9.7,27.3,12.5,0.0,2.8,4.1,5.7,6.1,6.5,0.0,2.8
42,Pennsylvania,PA,42101,Philadelphia County,42101012204,Census Tract 122.04; Philadelphia County; Pennsylvania,0.339560878818,3915,479,2111,169,1912,172,879,266,193,141,748,223,240,126,131,119,1118,185,408,198,779,198,60,61,102,91,3383,499,918,182,0,11,24,39,499,155,359,6,24.7,6.7,10.3,6.8,39.1,11.1,7.4,3.8,3.6,3.0,28.6,5.6,10.4,4.5,21.7,5.7,3.1,3.2,2.7,2.4,86.4,7.1,43.5,7.9,0.0,1.4,1.3,2.0,26.1,7.8,9.2,1.1,0.7165,0.8778,0.8812,0.5334,0.4056,3.4145,0.7908,0.9153,0.0645,0.8907,0.3421,0.8178,3.0304,0.8091,0.9411,0.9411,0.9411,0.965,0.0,0.6282,0.8882,0.9276,3.409,0.9268,10.795,0.9088,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,7879,213,121,3005,471,88,75,162,123,11,19,0,11,117,75,0,11,11.1,6.4,76.8,5.3,2.2,1.9,4.1,3.1,0.3,0.5,0.0,0.8,3.0,2.0,0.0,0.8
42,Pennsylvania,PA,42101,Philadelphia County,42101012501,Census Tract 125.01; Philadelphia County; Pennsylvania,0.114066499962,2235,535,1570,238,1188,303,349,148,50,48,456,189,49,43,92,95,641,315,27,36,196,99,0,15,13,50,900,706,1475,206,0,11,66,66,436,208,345,9,18.4,5.8,3.8,3.7,38.4,12.5,2.7,2.5,4.4,4.6,28.7,10.9,1.2,1.7,9.4,5.0,0.0,1.3,0.6,2.3,40.3,30.1,93.9,19.4,0.0,1.9,5.6,5.4,36.7,13.5,15.4,3.7,0.5623,0.3901,0.8718,0.1568,0.5134,2.4944,0.5049,0.9168,0.0094,0.1862,0.0,0.5101,1.6225,0.11,0.7958,0.7958,0.7958,0.9979,0.0,0.9421,0.9429,0.9496,3.8325,0.9868,8.7452,0.7031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,17531,148,151,203,139,132,121,393,207,0,11,0,11,172,116,0,11,12.5,11.5,9.1,5.4,5.9,5.1,17.6,9.6,0.0,1.3,0.0,1.3,7.7,5.2,0.0,1.3
42,Pennsylvania,PA,42101,Philadelphia County,42101012502,Census Tract 125.02; Philadelphia County; Pennsylvania,0.21985806186,3743,426,2951,224,2647,263,654,270,16,28,768,261,77,78,49,51,887,345,196,106,348,255,52,57,79,105,1527,597,2525,227,15,25,55,51,925,204,0,11,17.5,6.9,0.6,1.1,29.0,9.4,2.3,2.5,1.3,1.4,23.7,8.1,5.2,2.6,9.3,6.6,2.0,2.1,2.2,2.9,40.8,15.3,85.6,4.1,0.5,0.9,2.0,1.9,34.9,7.2,0.0,0.3,0.5247,0.0291,0.7118,0.1278,0.1004,1.4938,0.2021,0.7759,0.0243,0.1833,0.2112,0.7826,1.9773,0.2265,0.7984,0.7984,0.7984,0.9926,0.5178,0.7394,0.9362,0.0,3.186,0.8765,7.4555,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,4323,287,182,511,254,240,184,733,209,0,11,0,11,43,58,0,11,10.8,6.8,13.7,6.6,6.4,4.8,19.6,5.8,0.0,0.8,0.0,0.8,1.1,1.6,0.0,0.8
42,Pennsylvania,PA,42101,Philadelphia County,42101013100,Census Tract 131; Philadelphia County; Pennsylvania,0.124385075912,1871,298,966,217,874,217,1041,224,89,97,494,225,147,69,129,76,306,208,384,109,300,213,91,55,102,81,1295,382,187,198,0,11,33,49,387,209,13,3,56.0,8.3,8.6,9.3,56.5,21.6,11.9,6.3,6.9,4.1,16.4,9.6,20.5,5.3,16.0,9.9,10.4,5.7,6.0,4.6,69.2,17.2,19.4,20.0,0.0,3.1,3.8,5.5,44.3,14.6,0.7,0.1,0.968,0.8184,0.9865,0.7767,0.7416,4.2912,0.9473,0.3577,0.5333,0.6326,0.8388,0.9144,3.2768,0.8903,0.8995,0.8995,0.8995,0.8606,0.0,0.8847,0.9685,0.6314,3.3452,0.9126,11.8127,0.9723,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1241,222,204,1032,199,126,82,100,85,0,11,0,11,37,35,0,11,25.4,18.3,55.2,9.2,6.7,4.2,5.3,4.8,0.0,1.6,0.0,1.6,2.0,1.8,0.0,1.6
42,Pennsylvania,PA,42101,Philadelphia County,42101013200,Census Tract 132; Philadelphia County; Pennsylvania,0.164737754238,2957,439,1660,250,1583,251,1112,393,165,103,707,258,359,164,60,63,580,165,301,205,596,201,84,69,100,80,2198,495,488,203,25,40,81,132,705,218,246,9,40.6,12.8,11.4,7.4,44.7,14.7,14.8,7.6,2.2,2.2,19.6,6.9,10.2,6.3,21.6,8.1,5.3,4.3,3.4,2.7,74.3,12.6,29.4,11.4,1.5,2.4,5.1,8.3,44.5,13.6,8.3,1.3,0.8963,0.9066,0.9312,0.8499,0.2156,3.7996,0.8697,0.5333,0.0609,0.8887,0.5794,0.8515,2.9138,0.7588,0.9098,0.9098,0.9098,0.9224,0.6316,0.9306,0.9691,0.9221,4.3758,0.9997,11.999,0.98,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,7.0,2678,434,174,1462,274,423,298,203,154,0,11,0,11,86,75,24,38,27.4,11.3,49.4,8.5,14.3,8.9,6.9,5.2,0.0,1.0,0.0,1.0,2.9,2.5,0.8,1.3
42,Pennsylvania,PA,42101,Philadelphia County,42101013300,Census Tract 133; Philadelphia County; Pennsylvania,0.138198261064,3500,477,2182,180,1911,193,495,200,122,98,432,142,35,43,141,99,304,178,342,200,267,153,97,125,0,44,1720,556,702,194,0,11,68,55,535,173,87,8,14.1,5.4,4.6,3.6,22.6,7.1,1.2,1.5,4.0,2.7,8.7,4.7,9.8,4.9,7.6,4.1,5.1,6.5,0.0,1.3,49.1,14.4,32.2,8.5,0.0,1.4,3.6,2.9,28.0,7.6,2.5,0.4,0.4036,0.4988,0.5044,0.0545,0.4608,1.9221,0.3301,0.068,0.0563,0.0975,0.5629,0.0,0.7847,0.0156,0.8356,0.8356,0.8356,0.9335,0.0,0.8744,0.8991,0.7873,3.4943,0.9456,7.0367,0.4086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5334,68,55,738,317,566,341,287,148,0,11,0,11,129,96,0,11,3.6,2.8,21.1,7.7,16.2,8.7,8.2,4.7,0.0,0.9,0.0,0.9,3.7,2.6,0.0,0.9
